elastic_FP,elastic_heap,tam,item
1,1,0,9201
1,2,1,14836
1,2,2,32051
1,2,3,22670
1,2,4,30824
2,2,5,24453
6,1,6,221
3,2,7,22711
7,1,8,7603
6,1,9,10390
1,3,10,31774
3,3,11,24542
8,1,12,10433
12,2,13,1058
6,2,14,22673
8,2,15,19842
3,3,16,26150
15,1,17,2886
15,1,18,3698
11,2,19,11835
16,1,20,4134
11,1,21,12032
13,1,22,11092
3,4,23,30625
15,1,24,11023
4,3,25,29495
13,1,26,12566
12,2,27,15209
2,4,28,31693
9,2,29,23291
7,2,30,24851
26,1,31,5585
15,2,32,19640
6,4,33,27151
17,1,34,18329
11,3,35,23359
5,4,36,29872
11,2,37,24484
32,1,38,7069
20,3,39,18724
18,3,40,21612
38,1,41,3688
23,2,42,18092
24,2,43,15911
25,1,44,15887
5,3,45,30143
34,1,46,10533
27,2,47,15744
3,4,48,31484
49,1,49,80
9,2,50,28326
27,2,51,16801
12,3,52,25580
49,1,53,3012
51,1,54,1732
43,2,55,8732
29,2,56,16190
45,1,57,7626
48,1,58,5631
50,2,59,4289
19,2,60,22926
10,3,61,27231
9,3,62,29428
10,4,63,29190
58,1,64,3208
56,1,65,3916
64,1,66,981
54,1,67,5293
47,1,68,10238
45,1,69,10480
59,1,70,4119
63,2,71,3232
11,4,72,28985
50,2,73,9279
23,2,74,23146
41,2,75,13600
45,1,76,11405
10,4,77,29195
60,1,78,5870
57,1,79,7710
17,4,80,25904
1,7,81,32643
67,1,82,4516
17,3,83,26857
18,2,84,26445
65,2,85,6137
65,2,86,6435
33,3,87,22538
62,1,88,8275
73,1,89,5096
88,1,90,396
70,1,91,5740
29,3,92,22931
5,4,93,31029
37,1,94,21439
5,4,95,31169
94,1,96,266
16,2,97,28853
2,6,98,31951
46,2,99,17440
12,3,100,29819
56,2,101,13552
84,1,102,4532
64,2,103,10483
100,1,104,706
31,2,105,24100
5,4,106,31552
80,2,107,6416
82,1,108,5988
60,2,109,12173
76,1,110,7765
81,2,111,6694
49,3,112,17514
46,3,113,18916
43,3,114,21588
66,2,115,11611
80,1,116,7792
25,4,117,26406
50,2,118,18392
111,2,119,2355
82,2,120,7929
116,1,121,918
112,1,122,2469
72,1,123,10932
122,1,124,261
93,1,125,6149
18,3,126,29147
122,1,127,456
49,2,128,19430
51,2,129,18769
85,1,130,8560
63,3,131,15586
132,1,132,79
68,2,133,12588
66,2,134,14300
10,6,135,30692
97,1,136,7086
87,1,137,9246
114,1,138,4374
48,3,139,21057
29,3,140,26043
105,2,141,6349
94,2,142,8128
74,2,143,12382
67,2,144,15441
117,2,145,5245
71,2,146,14238
82,2,147,11327
50,2,148,20862
63,2,149,16595
37,3,150,23629
8,6,151,31071
131,1,152,4054
133,1,153,3806
27,2,154,26674
67,2,155,16351
116,1,156,6412
142,1,157,2904
105,2,158,8112
80,2,159,13027
130,1,160,4803
60,2,161,18472
151,1,162,1182
30,4,163,26170
80,1,164,13729
1,7,165,32556
2,6,166,32248
104,2,167,10045
55,2,168,21157
57,2,169,21046
106,1,170,10196
42,3,171,23801
72,2,172,17083
62,2,173,19540
40,3,174,24472
91,2,175,13200
17,4,176,29838
164,1,177,2133
39,3,178,24683
140,2,179,5852
160,1,180,3230
120,2,181,8328
172,1,182,1001
79,2,183,16470
67,2,184,19346
67,2,185,19399
8,5,186,31515
48,3,187,23606
105,1,188,11983
70,1,189,19380
155,1,190,5030
174,1,191,2524
1,7,192,32585
162,2,193,4163
47,2,194,23874
94,1,195,15215
84,2,196,17049
103,1,197,13433
83,1,198,17262
99,2,199,14532
86,2,200,16977
101,1,201,14451
28,3,202,28515
76,3,203,18817
148,1,204,7564
149,2,205,7337
193,1,206,1606
75,3,207,19074
158,1,208,6345
89,2,209,17012
162,1,210,6049
114,1,211,12923
143,1,212,8185
108,1,213,13774
68,1,214,20500
78,4,215,18911
123,2,216,11990
87,3,217,17497
88,2,218,17480
163,2,219,6657
182,1,220,4983
208,1,221,1444
34,4,222,26661
62,4,223,22394
102,1,224,16161
112,2,225,14505
212,1,226,1605
75,3,227,19402
169,1,228,6497
167,1,229,6810
78,2,230,19368
224,1,231,578
212,1,232,2391
168,1,233,6877
110,3,234,15273
110,2,235,15393
142,1,236,10581
200,1,237,4181
158,1,238,8240
28,4,239,28669
60,2,240,22697
67,2,241,21475
84,1,242,18986
63,3,243,22628
166,2,244,8118
42,3,245,25644
126,1,246,13878
67,2,247,21956
183,1,248,6730
17,5,249,30365
34,2,250,27041
160,2,251,10120
57,2,252,23595
190,1,253,6573
185,1,254,7061
111,2,255,16516
244,1,256,1011
82,3,257,19554
3,7,258,32397
127,2,259,14995
30,4,260,28702
148,2,261,12055
121,2,262,15884
154,3,263,11646
93,4,264,19042
146,2,265,12668
252,1,266,1167
34,4,267,27936
57,3,268,23871
49,3,269,25054
193,1,270,7616
25,5,271,29384
42,3,272,26582
118,2,273,16809
253,1,274,2284
19,5,275,30175
51,2,276,25598
116,2,277,17195
242,1,278,4023
17,5,279,30667
28,3,280,29333
82,2,281,21658
153,1,282,13583
113,3,283,18194
55,3,284,25108
209,2,285,7257
244,1,286,4190
137,3,287,15811
279,1,288,870
104,3,289,19063
42,4,290,26884
136,3,291,16146
130,3,292,16635
196,2,293,9081
193,2,294,9732
154,2,295,14402
181,1,296,11288
191,1,297,10329
51,4,298,26109
190,2,299,10440
25,5,300,29809
1,9,301,32718
92,1,302,21341
23,5,303,30125
5,5,304,32249
288,1,305,1230
283,1,306,2257
275,1,307,3124
283,1,308,2297
220,1,309,7761
236,1,310,6656
246,1,311,6077
211,2,312,8287
125,3,313,17497
258,1,314,5240
100,3,315,20201
135,2,316,16985
88,3,317,22063
281,1,318,3304
233,1,319,7167
21,4,320,30499
209,2,321,9711
287,1,322,3217
210,1,323,9358
117,3,324,18974
71,3,325,23878
31,3,326,29431
30,3,327,29780
85,2,328,22817
230,1,329,8059
227,1,330,8156
106,2,331,20319
45,3,332,28179
295,1,333,3244
15,4,334,31086
44,5,335,28530
96,2,336,22202
307,1,337,2651
225,1,338,8896
191,1,339,12458
46,4,340,28366
27,5,341,29993
24,5,342,30327
42,4,343,29025
294,1,344,4178
238,2,345,8160
265,1,346,6598
212,2,347,10579
79,3,348,24100
147,1,349,17335
174,1,350,15260
10,6,351,31743
258,1,352,7378
143,2,353,17874
108,2,354,21531
132,2,355,19025
315,1,356,3503
26,4,357,30217
20,4,358,30797
337,1,359,1917
360,1,360,38
219,3,361,10986
293,1,362,5650
107,4,363,21806
321,1,364,3407
82,4,365,24321
217,1,366,11357
223,2,367,10976
203,2,368,12736
201,1,369,13143
115,3,370,21408
333,1,371,3210
188,2,372,14758
13,5,373,31544
230,1,374,10885
307,1,375,5249
205,2,376,13076
199,2,377,13625
16,4,378,31455
112,3,379,21657
96,3,380,23194
311,2,381,5498
233,2,382,10976
122,2,383,21133
201,1,384,13850
366,1,385,1321
129,2,386,20108
259,2,387,9121
125,2,388,20951
193,2,389,15175
57,3,390,28013
59,3,391,27525
120,2,392,21455
124,2,393,21167
131,1,394,20617
173,2,395,17021
102,2,396,22859
391,1,397,340
59,2,398,27793
163,3,399,18111
126,3,400,21172
116,3,401,21706
198,1,402,15451
93,2,403,23836
135,1,404,20904
321,1,405,6152
290,1,406,8082
76,4,407,25827
7,7,408,32077
171,2,409,18028
347,1,410,4525
81,3,411,25347
284,2,412,8421
241,2,413,12287
146,2,414,19741
67,5,415,26735
389,1,416,2211
235,2,417,13051
250,1,418,11979
222,2,419,14279
291,1,420,8381
252,2,421,11914
58,5,422,28097
57,5,423,28212
388,1,424,2755
357,1,425,4817
15,5,426,31527
236,1,427,13204
318,1,428,7471
243,1,429,12845
311,1,430,7794
229,3,431,13783
426,1,432,317
226,3,433,14268
297,1,434,8664
41,5,435,29608
87,3,436,25341
77,3,437,26400
298,1,438,8967
337,3,439,6736
75,4,440,26534
407,1,441,2431
109,3,442,23574
19,5,443,31448
100,2,444,24109
274,2,445,11214
24,4,446,30908
116,5,447,23150
104,5,448,24086
380,1,449,4688
167,2,450,19392
310,2,451,8715
182,3,452,18571
431,1,453,1369
25,7,454,30896
261,2,455,12626
98,4,456,24491
116,3,457,23384
85,4,458,26070
127,3,459,22714
77,5,460,26660
91,2,461,25620
423,1,462,2664
222,4,463,16111
431,1,464,2308
365,2,465,6454
67,5,466,27903
254,3,467,13686
111,4,468,24012
246,2,469,14344
84,4,470,26186
219,3,471,16528
61,5,472,28358
311,1,473,10364
11,7,474,31748
143,3,475,22114
462,1,476,921
146,2,477,21872
81,3,478,26659
377,2,479,6482
462,1,480,1051
131,4,481,23088
340,1,482,8275
409,2,483,4532
125,4,484,23398
311,1,485,10557
54,5,486,29090
309,3,487,10918
417,1,488,4398
423,1,489,4173
470,1,490,1149
35,5,491,30264
435,1,492,3410
240,2,493,15762
123,2,494,23771
9,7,495,31953
255,1,496,14768
316,2,497,10815
313,2,498,10936
377,2,499,7118
36,4,500,30270
442,1,501,3657
4,7,502,32453
268,2,503,14187
421,1,504,4951
230,2,505,16746
270,1,506,14174
219,2,507,17383
213,2,508,18002
309,2,509,11628
260,2,510,14780
79,4,511,27107
187,2,512,19545
280,2,513,13732
196,2,514,19308
203,2,515,18956
307,1,516,12152
274,1,517,14269
370,1,518,8191
354,2,519,9209
108,3,520,25077
480,1,521,2487
66,4,522,28420
102,3,523,25686
359,1,524,9184
415,1,525,6446
352,1,526,9779
120,4,527,24131
94,4,528,26346
462,1,529,4064
481,1,530,3051
296,3,531,13303
359,1,532,9339
373,2,533,8554
99,3,534,26079
304,2,535,12969
146,3,536,23038
95,4,537,26194
31,6,538,30732
363,1,539,9648
395,1,540,8064
86,3,541,26698
65,4,542,28654
107,3,543,25833
493,1,544,3193
238,1,545,17331
476,1,546,4083
379,2,547,8793
127,3,548,24297
538,1,549,609
325,2,550,12080
276,2,551,15123
442,1,552,6311
462,1,553,5022
119,2,554,24914
487,1,555,3932
525,1,556,1782
530,1,557,1393
149,3,558,23256
370,1,559,9742
87,3,560,26714
115,2,561,25376
107,2,562,25984
411,1,563,7994
377,1,564,9386
143,3,565,23795
27,6,566,30975
285,2,567,14865
217,3,568,19301
427,1,569,7483
209,3,570,19445
59,4,571,29189
210,2,572,19529
74,3,573,28307
64,3,574,28960
36,5,575,30507
428,1,576,7714
468,2,577,5990
182,2,578,21712
550,1,579,1508
239,2,580,18401
512,1,581,3761
349,1,582,11931
127,4,583,25020
1,10,584,32749
80,3,585,28170
294,1,586,15185
37,4,587,30610
184,2,588,21950
253,2,589,17634
199,2,590,21299
88,4,591,27386
465,1,592,6567
347,2,593,12551
349,1,594,12383
501,1,595,4831
40,5,596,30451
135,2,597,24684
25,5,598,31119
384,2,599,10605
56,4,600,29748
139,2,601,24621
121,2,602,25859
342,1,603,13101
221,2,604,19928
161,2,605,23758
571,1,606,1980
136,2,607,24946
148,1,608,24317
325,2,609,14276
414,1,610,9451
57,4,611,29685
555,1,612,3207
503,2,613,5686
524,1,614,4521
157,3,615,23996
112,3,616,26223
230,2,617,19716
614,1,618,232
361,3,619,12608
59,4,620,29533
228,2,621,19977
244,1,622,19370
503,2,623,6094
178,4,624,23162
24,5,625,31389
581,1,626,2417
194,3,627,22574
151,3,628,24447
3,7,629,32606
563,1,630,3318
374,2,631,12419
126,4,632,25875
478,1,633,7473
503,1,634,6429
600,1,635,1906
100,4,636,26963
622,1,637,899
139,2,638,25129
335,3,639,14470
377,1,640,12466
463,2,641,8149
386,2,642,12076
1,9,643,32723
541,1,644,4867
611,1,645,1655
384,2,646,12226
270,3,647,18650
476,1,648,7892
197,3,649,22675
189,3,650,23039
132,3,651,25773
615,1,652,1790
259,2,653,19310
133,2,654,25766
96,3,655,27476
578,1,656,3706
366,1,657,13547
380,1,658,12700
248,3,659,19566
118,3,660,26230
310,2,661,16721
328,1,662,15516
229,2,663,21275
382,1,664,12968
360,1,665,13901
144,2,666,25131
472,2,667,8474
445,2,668,10211
115,2,669,26427
566,1,670,4815
131,3,671,25903
33,6,672,30952
326,1,673,16033
292,1,674,18044
243,3,675,20680
646,1,676,1406
672,1,677,252
301,2,678,17487
582,1,679,4319
3,7,680,32709
425,1,681,11456
576,1,682,4735
250,2,683,20002
20,5,684,31687
526,1,685,7066
478,1,686,8848
39,5,687,30802
518,1,688,7504
288,2,689,18680
613,1,690,3529
159,3,691,24809
216,2,692,22528
155,3,693,25035
54,4,694,30185
109,4,695,26879
58,4,696,30110
687,1,697,395
180,2,698,24086
306,2,699,18030
224,3,700,22191
337,2,701,16508
611,1,702,4118
482,1,703,9269
498,1,704,8519
46,4,705,30513
160,3,706,25025
496,1,707,8730
253,2,708,21024
200,3,709,23374
92,3,710,28342
45,4,711,30612
153,2,712,25577
215,2,713,22930
556,1,714,6734
356,2,715,15847
712,1,716,224
262,1,717,20756
99,2,718,28110
488,3,719,9617
75,5,720,29347
601,2,721,5068
484,2,722,9953
559,3,723,6885
328,3,724,17475
267,3,725,20566
668,1,726,2629
544,2,727,7670
296,3,728,19099
310,2,729,18675
271,3,730,20164
262,3,731,20918
692,1,732,1760
19,6,733,31697
416,1,734,13414
697,1,735,1631
597,2,736,6009
525,1,737,8332
564,1,738,7141
341,2,739,17170
467,1,740,11024
546,1,741,7924
429,1,742,12897
629,2,743,4798
478,2,744,10729
158,3,745,25361
715,1,746,1365
599,1,747,6212
691,1,748,2418
430,2,749,12900
632,1,750,4810
460,2,751,11737
10,7,752,32284
134,3,753,26224
484,1,754,10698
628,1,755,5035
5,7,756,32618
447,1,757,12409
456,1,758,12056
84,4,759,29127
264,1,760,21063
306,1,761,19084
594,1,762,6686
444,3,763,12602
681,1,764,3485
393,3,765,14783
371,3,766,15911
90,4,767,28790
286,1,768,19747
733,1,769,1466
430,1,770,13262
627,2,771,5880
730,1,772,1655
713,1,773,2422
54,4,774,30390
296,2,775,19496
430,1,776,13420
363,2,777,16709
707,1,778,2940
246,2,779,21889
292,1,780,19621
399,1,781,14867
361,2,782,16874
563,1,783,8177
441,1,784,13155
747,1,785,1515
132,3,786,26478
41,5,787,30851
552,1,788,8603
226,2,789,22973
14,8,790,32202
416,2,791,14395
462,1,792,12620
415,1,793,14430
323,2,794,18956
136,2,795,26433
772,1,796,1039
287,2,797,20176
285,2,798,20417
615,2,799,6979
423,2,800,14320
151,4,801,26052
725,1,802,3174
661,1,803,5396
592,1,804,7804
728,1,805,3165
757,1,806,1823
180,3,807,24985
118,3,808,27163
188,2,809,24631
755,1,810,2220
797,1,811,485
353,3,812,17824
660,1,813,5800
709,1,814,3992
199,3,815,24227
746,1,816,2591
512,1,817,11077
261,2,818,21683
745,1,819,2740
770,1,820,1790
249,3,821,22440
75,4,822,29635
647,2,823,6426
706,1,824,4175
428,3,825,14449
741,1,826,3191
756,2,827,2581
349,2,828,18269
370,2,829,17291
98,4,830,28572
687,1,831,5003
288,4,832,20869
76,5,833,29617
515,1,834,11411
347,3,835,18605
92,4,836,29000
307,2,837,19760
696,1,838,4867
165,4,839,25816
458,1,840,13726
600,1,841,8174
19,7,842,31947
412,2,843,15801
474,1,844,13196
538,1,845,10923
74,4,846,29755
596,1,847,8373
13,8,848,32248
829,1,849,903
773,1,850,2691
615,2,851,8072
302,2,852,20413
128,3,853,27076
88,4,854,29291
735,1,855,4140
645,1,856,7163
171,4,857,25806
483,1,858,13125
381,2,859,17404
43,4,860,30896
277,2,861,21624
806,1,862,2080
437,4,863,14873
691,1,864,6029
265,4,865,22153
411,3,866,16191
303,3,867,20749
405,2,868,16642
583,2,869,9591
534,2,870,11722
433,2,871,15278
834,1,872,1436
279,3,873,21618
789,1,874,3010
429,2,875,15685
681,1,876,6544
778,1,877,3236
331,2,878,19514
100,4,879,28912
768,1,880,3736
525,2,881,12216
379,2,882,17861
625,2,883,8261
203,3,884,24573
862,1,885,921
420,2,886,16171
121,3,887,27960
854,1,888,1269
345,2,889,19324
494,1,890,13408
291,2,891,21311
18,6,892,32048
91,2,893,29216
148,1,894,26550
399,2,895,17332
809,1,896,2990
579,1,897,10580
744,1,898,4945
199,5,899,24954
738,1,900,5075
618,1,901,8891
321,2,902,20187
645,2,903,8163
333,3,904,19645
389,2,905,17868
16,7,906,32122
375,3,907,18641
437,1,908,16085
854,2,909,1820
269,3,910,22527
558,2,911,11804
432,2,912,16292
396,2,913,17632
152,5,914,26465
836,1,915,2612
211,3,916,24553
339,2,917,19629
899,1,918,873
294,2,919,21512
1,9,920,32744
119,4,921,28291
594,1,922,10670
843,1,923,2598
13,6,924,32260
432,2,925,16650
436,1,926,16580
483,3,927,14627
523,2,928,13200
34,6,929,31515
705,1,930,7089
433,3,931,16701
523,1,932,13283
882,1,933,1666
318,3,934,20896
681,2,935,7999
923,1,936,426
559,2,937,12291
459,3,938,15834
466,2,939,15525
577,1,940,11907
745,1,941,6299
471,2,942,15345
853,1,943,2817
745,2,944,6343
354,3,945,19463
81,5,946,29758
121,3,947,28317
477,1,948,15270
669,1,949,8331
349,2,950,19598
472,3,951,15458
408,3,952,17786
419,2,953,17388
323,3,954,20761
333,2,955,20216
149,4,956,26709
743,1,957,6590
619,1,958,10676
61,6,959,30511
758,1,960,6364
337,2,961,20198
117,3,962,28487
372,2,963,19358
583,1,964,12121
410,2,965,18007
76,4,966,30080
739,2,967,7050
708,2,968,7947
436,2,969,17183
248,4,970,23753
900,1,971,2313
522,2,972,14273
90,4,973,29607
971,1,974,120
854,2,975,3686
656,3,976,9639
446,4,977,16950
799,1,978,5446
95,5,979,29384
673,2,980,9055
854,2,981,3768
882,1,982,3075
101,4,983,29199
827,1,984,4691
537,2,985,13758
878,1,986,3208
741,1,987,7167
136,3,988,27978
921,1,989,2245
739,1,990,7404
603,2,991,11936
398,2,992,18746
750,1,993,7099
400,2,994,18683
118,3,995,28644
284,2,996,22621
899,1,997,3007
243,2,998,24035
389,2,999,19083
682,1,1000,9095
685,2,1001,9001
878,1,1002,3633
577,2,1003,12868
136,2,1004,28087
10,7,1005,32458
846,1,1006,4604
835,1,1007,4885
72,5,1008,30188
799,2,1009,6261
811,1,1010,5984
345,3,1011,20476
918,1,1012,2874
268,3,1013,23229
814,1,1014,5935
827,1,1015,5335
668,2,1016,10012
701,1,1017,8705
214,4,1018,25058
6,8,1019,32641
1003,1,1020,524
358,2,1021,20134
49,4,1022,30934
203,4,1023,25662
304,3,1024,22097
375,2,1025,19620
962,1,1026,1973
594,2,1027,12633
441,2,1028,17689
571,1,1029,13380
866,1,1030,4657
555,2,1031,13835
869,1,1032,4551
165,4,1033,26664
658,1,1034,10745
349,3,1035,20639
680,1,1036,10126
317,3,1037,21643
482,1,1038,16613
429,2,1039,18388
771,1,1040,7487
581,2,1041,13258
148,4,1042,27508
329,2,1043,21379
652,1,1044,11103
27,8,1045,31779
690,1,1046,10105
828,1,1047,6273
429,3,1048,18557
275,3,1049,23229
39,7,1050,31505
793,2,1051,7111
239,3,1052,24514
237,3,1053,24553
2,10,1054,32728
120,5,1055,28880
315,2,1056,21962
497,2,1057,16552
648,1,1058,11869
701,3,1059,10051
367,3,1060,20402
356,3,1061,20845
20,7,1062,32211
534,3,1063,15314
124,4,1064,28787
785,1,1065,7716
667,2,1066,11273
913,2,1067,4194
1065,1,1068,110
477,3,1069,17266
492,2,1070,16796
642,2,1071,12140
607,2,1072,13128
149,4,1073,27967
716,1,1074,9835
254,2,1075,24227
1,11,1076,32759
790,1,1077,7794
291,2,1078,23115
467,3,1079,17623
519,2,1080,16157
725,2,1081,9723
725,2,1082,9724
720,2,1083,10009
1058,1,1084,917
204,2,1085,25879
310,1,1086,22620
1076,1,1087,288
237,3,1088,24908
423,2,1089,19151
220,3,1090,25563
27,7,1091,31979
888,1,1092,5715
713,2,1093,10434
127,4,1094,28719
967,1,1095,3496
434,3,1096,18994
472,2,1097,17701
611,1,1098,13385
636,3,1099,12757
320,3,1100,22398
393,2,1101,19976
687,1,1102,11399
781,1,1103,8357
349,3,1104,21422
936,1,1105,4571
1094,1,1106,299
191,4,1107,26277
448,1,1108,18730
780,1,1109,8496
652,2,1110,12556
605,3,1111,13727
321,3,1112,22437
545,2,1113,15811
341,2,1114,21643
157,4,1115,27582
681,1,1116,11949
571,2,1117,15031
994,1,1118,3273
914,1,1119,5620
909,1,1120,5760
647,2,1121,12834
103,4,1122,29463
119,3,1123,29081
41,6,1124,31522
630,1,1125,13260
849,1,1126,7342
657,2,1127,12629
698,1,1128,11692
378,3,1129,20788
1071,1,1130,1697
1049,1,1131,2367
388,2,1132,20455
721,1,1133,10964
17,7,1134,32271
481,2,1135,17990
844,1,1136,7705
233,4,1137,25254
316,3,1138,22685
90,5,1139,29905
1038,1,1140,2847
913,1,1141,6119
975,1,1142,4387
300,3,1143,23202
234,3,1144,25276
392,2,1145,20507
865,1,1146,7334
474,2,1147,18432
204,2,1148,26161
124,4,1149,29009
1043,1,1150,2951
1115,1,1151,1045
930,2,1152,5902
667,2,1153,12712
447,3,1154,19193
322,3,1155,22677
787,1,1156,9287
827,2,1157,8210
891,1,1158,6840
1154,1,1159,160
715,2,1160,11658
742,1,1161,10840
1059,1,1162,2809
13,7,1163,32490
392,3,1164,20688
506,2,1165,17503
946,1,1166,5788
850,2,1167,7961
624,2,1168,13875
962,1,1169,5289
719,1,1170,11689
779,1,1171,9838
1032,1,1172,3583
461,2,1173,18974
515,1,1174,17402
69,5,1175,30632
641,1,1176,13579
13,7,1177,32525
615,1,1178,14389
721,2,1179,11813
108,3,1180,29514
421,2,1181,19822
787,1,1182,9982
99,4,1183,29771
1109,1,1184,2205
64,5,1185,30826
18,6,1186,32362
931,1,1187,6438
39,5,1188,31723
412,2,1189,20253
220,2,1190,26038
773,2,1191,10578
263,3,1192,24692
741,2,1193,11418
429,2,1194,19769
1043,1,1195,3868
1148,1,1196,1378
616,1,1197,14639
607,1,1198,14999
25,5,1199,32228
534,1,1200,17313
402,2,1201,20715
816,1,1202,9528
746,2,1203,11462
290,2,1204,24049
678,1,1205,13150
82,4,1206,30456
825,1,1207,9337
804,1,1208,10042
265,3,1209,24736
1165,1,1210,1312
828,1,1211,9334
244,3,1212,25375
504,2,1213,18325
996,1,1214,5526
243,3,1215,25437
1002,1,1216,5333
785,1,1217,10606
530,1,1218,17488
740,1,1219,11925
721,1,1220,12342
356,3,1221,22131
302,3,1222,23822
758,3,1223,11571
266,3,1224,24849
808,2,1225,10240
30,6,1226,32073
484,3,1227,18974
310,3,1228,23749
315,2,1229,23502
1041,1,1230,4710
1142,1,1231,2416
127,4,1232,29198
677,2,1233,13428
1158,1,1234,2096
446,3,1235,19743
477,1,1236,19230
1212,2,1237,814
621,2,1238,15237
449,3,1239,19676
1015,1,1240,5616
15,6,1241,32476
1194,1,1242,1359
533,2,1243,17723
1177,1,1244,1753
1119,1,1245,3150
134,3,1246,29111
873,3,1247,8725
188,4,1248,26976
320,3,1249,23486
78,4,1250,30613
824,2,1251,10283
705,2,1252,13135
7,8,1253,32670
552,1,1254,17450
261,4,1255,25099
445,1,1256,19978
277,3,1257,24725
158,4,1258,28433
392,2,1259,21560
1157,1,1260,2592
719,2,1261,12996
810,1,1262,10867
625,2,1263,15493
143,5,1264,28960
431,2,1265,20557
570,1,1266,17275
278,3,1267,24770
191,4,1268,27054
958,2,1269,7446
1198,1,1270,1801
751,2,1271,12442
268,3,1272,25045
368,2,1273,22474
301,2,1274,24235
617,2,1275,16060
117,5,1276,29599
40,5,1277,31777
660,1,1278,14793
388,4,1279,21817
679,2,1280,14307
993,1,1281,6754
1038,1,1282,5919
841,2,1283,10541
651,3,1284,15199
532,3,1285,18470
589,2,1286,17008
139,4,1287,29090
517,3,1288,18950
1135,1,1289,3678
999,2,1290,6777
236,3,1291,26033
1249,1,1292,1179
70,5,1293,30871
123,3,1294,29477
233,4,1295,26090
107,5,1296,29823
844,2,1297,10621
213,3,1298,26623
397,2,1299,21751
1106,1,1300,4552
1036,1,1301,6302
745,1,1302,13036
262,3,1303,25467
162,4,1304,28562
325,2,1305,23921
347,1,1306,23322
423,2,1307,21312
1284,1,1308,666
830,1,1309,11159
453,2,1310,20532
102,5,1311,30098
713,1,1312,13833
256,2,1313,25696
566,1,1314,17880
206,3,1315,26854
606,1,1316,17037
287,2,1317,24977
268,2,1318,25418
366,3,1319,22976
48,6,1320,31662
332,2,1321,23909
1021,1,1322,7018
523,3,1323,19155
1247,1,1324,1888
1013,1,1325,7121
631,2,1326,16611
884,2,1327,10345
748,2,1328,13268
698,2,1329,14604
859,1,1330,10918
852,1,1331,11013
313,2,1332,24468
626,1,1333,16719
39,6,1334,31895
488,3,1335,19783
899,1,1336,10191
101,4,1337,30170
210,2,1338,26757
379,1,1339,22801
459,1,1340,20721
273,2,1341,25399
50,4,1342,31584
473,2,1343,20456
1015,1,1344,7543
847,1,1345,11458
535,1,1346,19110
783,1,1347,12957
1274,1,1348,1794
795,1,1349,12649
1110,1,1350,5663
193,4,1351,27692
1199,1,1352,3498
186,4,1353,28081
793,1,1354,12746
272,3,1355,25572
1164,1,1356,4500
662,2,1357,16121
519,2,1358,19479
61,5,1359,31432
201,2,1360,27335
196,2,1361,27651
268,1,1362,25686
80,3,1363,30774
785,1,1364,13115
1116,2,1365,5808
1312,1,1366,1392
896,2,1367,10694
89,4,1368,30515
58,5,1369,31499
1092,1,1370,6357
711,2,1371,14965
663,2,1372,16333
1011,1,1373,8073
257,2,1374,26037
1327,1,1375,1283
877,2,1376,11224
378,3,1377,23184
1189,1,1378,4211
259,4,1379,26009
1261,1,1380,2789
470,2,1381,20789
857,1,1382,11863
500,2,1383,20143
852,1,1384,11937
451,2,1385,21322
651,1,1386,16771
961,2,1387,9517
245,3,1388,26210
735,1,1389,14488
828,1,1390,12584
940,2,1391,10192
396,2,1392,22783
983,1,1393,9065
1189,1,1394,4601
255,3,1395,26064
834,1,1396,12517
532,2,1397,19530
459,2,1398,21216
1308,1,1399,2240
508,3,1400,20071
722,1,1401,15118
1002,1,1402,8688
108,5,1403,30133
120,3,1404,29782
1210,2,1405,4374
1062,2,1406,7580
1300,1,1407,2474
995,1,1408,8914
588,3,1409,18640
965,1,1410,9766
114,4,1411,29987
1178,1,1412,5215
1244,1,1413,3710
290,3,1414,25434
57,6,1415,31505
1216,1,1416,4412
1162,1,1417,5689
469,2,1418,21115
1155,1,1419,5878
1267,1,1420,3312
1194,1,1421,4917
167,3,1422,28798
516,2,1423,20041
662,1,1424,16933
797,1,1425,13382
447,2,1426,21622
847,2,1427,12572
681,2,1428,16569
585,2,1429,18851
517,2,1430,20048
523,3,1431,19964
1019,1,1432,8723
84,5,1433,30699
357,2,1434,24000
1090,1,1435,7449
422,2,1436,22451
1098,1,1437,7269
1189,1,1438,5499
979,3,1439,9895
607,4,1440,18445
618,3,1441,18060
708,2,1442,16039
226,5,1443,26755
903,2,1444,11672
211,5,1445,27339
498,2,1446,20623
706,3,1447,16154
205,5,1448,27682
841,2,1449,12933
1255,1,1450,4252
440,3,1451,21895
502,2,1452,20582
1296,2,1453,3416
190,5,1454,28289
326,4,1455,24827
194,4,1456,28128
244,3,1457,26531
167,4,1458,28853
935,2,1459,11106
1284,1,1460,3808
954,1,1461,10821
643,1,1462,17702
867,2,1463,12611
215,4,1464,27358
245,3,1465,26536
594,1,1466,18988
437,3,1467,22248
1196,1,1468,5901
405,3,1469,23039
1034,1,1470,9147
73,5,1471,30912
279,4,1472,25906
1205,2,1473,5835
884,2,1474,12510
395,3,1475,23297
1026,1,1476,9399
1143,1,1477,7076
116,4,1478,30048
747,2,1479,15505
65,6,1480,31227
1192,1,1481,6198
576,3,1482,19404
1280,1,1483,4391
718,2,1484,16365
1173,1,1485,6538
138,3,1486,29593
1015,2,1487,9902
1002,2,1488,10201
65,6,1489,31367
530,2,1490,20382
781,3,1491,14826
1363,1,1492,2946
