elastic_FP,elastic_heap,tam,item
2991,1,3828,7024
2817,1,3829,8406
1374,2,3830,20657
326,4,3831,29931
1361,2,3832,20747
311,4,3833,30130
872,1,3834,25178
2007,2,3835,15222
3662,1,3836,1561
1566,1,3837,19132
1071,3,3838,23522
789,3,3839,25910
1730,2,3840,17684
1086,2,3841,23384
2035,1,3842,15012
2485,2,3843,11112
3422,1,3844,3672
876,2,3845,25154
1098,1,3846,23299
3257,2,3847,4915
1784,2,3848,17274
2617,1,3849,10123
995,3,3850,24155
3500,1,3851,3028
1044,2,3852,23772
2373,2,3853,12254
2450,1,3854,11576
2117,2,3855,14328
2949,1,3856,7550
450,4,3857,28936
639,2,3858,27078
750,3,3859,26217
2087,1,3860,14615
2385,1,3861,12215
745,3,3862,26249
70,7,3863,32237
2859,1,3864,8293
621,3,3865,27266
325,3,3866,30030
945,3,3867,24684
705,3,3868,26561
293,3,3869,30250
2803,1,3870,8802
3604,2,3871,2384
133,6,3872,31734
2410,2,3873,12064
2383,2,3874,12289
605,3,3875,27441
3100,1,3876,6483
829,2,3877,25671
772,2,3878,26129
1399,2,3879,20658
2104,1,3880,14591
995,4,3881,24314
3593,1,3882,2577
1764,3,3883,17574
676,4,3884,26765
2500,2,3885,11345
3287,1,3886,4940
1741,2,3887,17784
1919,1,3888,16336
3543,1,3889,2976
504,5,3890,28498
1689,2,3891,18377
668,4,3892,26865
2689,1,3893,9793
620,4,3894,27304
1537,3,3895,19546
519,4,3896,28350
345,5,3897,29844
3352,1,3898,4543
3503,2,3899,3373
1753,2,3900,17733
362,4,3901,29763
2964,1,3902,7715
3730,2,3903,1511
1903,4,3904,16546
3284,1,3905,5067
1797,4,3906,17397
1108,4,3907,23417
538,5,3908,28181
265,6,3909,30520
383,5,3910,29595
751,4,3911,26367
3817,1,3912,856
187,6,3913,31279
864,2,3914,25526
712,3,3915,26600
1209,2,3916,22575
3319,1,3917,4914
265,5,3918,30548
2870,2,3919,8536
2972,1,3920,7744
128,6,3921,31776
1313,3,3922,21608
762,3,3923,26314
1599,2,3924,19237
1808,2,3925,17403
1983,1,3926,15991
1107,3,3927,23546
686,3,3928,26816
2490,2,3929,11758
3651,1,3930,2451
593,3,3931,27650
1949,2,3932,16334
3882,1,3933,399
2125,2,3934,14733
2058,3,3935,15299
3421,1,3936,4287
2412,2,3937,12385
2884,1,3938,8551
3082,3,3939,7046
1485,3,3940,20166
348,5,3941,29853
3233,1,3942,5896
2054,3,3943,15331
3411,1,3944,4396
1531,3,3945,19762
3482,1,3946,3891
2610,3,3947,10723
2466,3,3948,12009
171,6,3949,31498
2238,2,3950,13754
1271,2,3951,22113
2162,1,3952,14453
876,3,3953,25487
1279,1,3954,21999
2535,1,3955,11446
1826,2,3956,17372
118,6,3957,31854
2705,1,3958,10076
115,6,3959,31893
1984,2,3960,16145
2798,2,3961,9370
1368,2,3962,21172
2091,2,3963,15155
2050,2,3964,15492
3519,1,3965,3733
1859,1,3966,17161
996,4,3967,24491
552,4,3968,28150
2963,1,3969,8171
3248,1,3970,5950
1028,3,3971,24226
1905,1,3972,16780
656,3,3973,27135
1728,1,3974,18368
3709,1,3975,2342
1304,3,3976,21795
2962,1,3977,8201
1328,2,3978,21617
1372,3,3979,21212
2314,1,3980,13284
2509,1,3981,11872
3524,1,3982,3813
1856,2,3983,17243
3416,1,3984,4632
1263,2,3985,22261
1314,1,3986,21713
3281,1,3987,5843
158,6,3988,31549
279,4,3989,30496
1506,1,3990,20160
1399,2,3991,20978
2759,1,3992,9817
1163,2,3993,23200
3789,1,3994,1800
1557,2,3995,19720
851,3,3996,25742
1977,1,3997,16349
581,3,3998,27901
189,5,3999,31337
1058,3,4000,24047
453,3,4001,29039
3243,1,4002,6244
600,3,4003,27667
3490,1,4004,4242
3225,1,4005,6372
958,2,4006,24875
1109,3,4007,23696
1791,2,4008,17894
2514,2,4009,11966
3014,1,4010,8023
2011,2,4011,16158
427,4,4012,29255
2603,2,4013,11196
2752,1,4014,10045
3158,2,4015,6926
2375,3,4016,13008
1023,3,4017,24411
1299,2,4018,22005
2257,2,4019,13930
1077,2,4020,23921
3541,1,4021,3995
1913,2,4022,16908
1366,2,4023,21466
1271,2,4024,22337
1793,2,4025,17926
857,3,4026,25721
3794,1,4027,1992
2831,2,4028,9493
559,2,4029,28143
1552,1,4030,19922
701,4,4031,26819
655,4,4032,27217
2735,2,4033,10232
2116,2,4034,15296
3044,2,4035,7969
1693,2,4036,18942
285,5,4037,30423
2926,1,4038,8881
3292,2,4039,6121
1062,3,4040,24093
2692,2,4041,10585
9,9,4042,32716
1039,2,4043,24304
2199,1,4044,14651
2822,1,4045,9638
3834,1,4046,1834
869,5,4047,25665
2803,1,4048,9798
206,5,4049,31176
3977,1,4050,579
2476,2,4051,12482
3198,1,4052,6815
1325,3,4053,21863
416,4,4054,29350
1555,2,4055,19989
3613,1,4056,3696
1466,3,4057,20694
1589,1,4058,19694
824,4,4059,26045
2531,1,4060,12096
2848,1,4061,9556
1007,3,4062,24561
1156,3,4063,23426
3005,1,4064,8389
2169,2,4065,14987
2116,2,4066,15418
771,4,4067,26390
2008,1,4068,16377
2599,1,4069,11613
2522,1,4070,12218
476,4,4071,28920
3160,1,4072,7280
2372,2,4073,13280
2705,1,4074,10682
2285,2,4075,13977
3178,1,4076,7144
3994,1,4077,679
3211,1,4078,6932
209,6,4079,31166
130,6,4080,31778
3345,2,4081,5956
2818,2,4082,9891
2042,2,4083,16165
2810,1,4084,9968
3713,1,4085,3082
2314,2,4086,13816
1002,3,4087,24683
3701,1,4088,3216
1230,2,4089,22808
1814,1,4090,17998
343,4,4091,29997
248,4,4092,30776
2828,1,4093,9875
4039,1,4094,448
1289,4,4095,22382
3488,1,4096,4850
3446,2,4097,5170
235,7,4098,30906
1796,1,4099,18232
3843,1,4100,2218
3258,1,4101,6656
3611,1,4102,4014
461,5,4103,29062
4000,1,4104,901
807,3,4105,26205
348,5,4106,29960
1070,3,4107,24162
465,3,4108,29045
1112,2,4109,23878
2410,1,4110,13155
3799,2,4111,2635
1779,3,4112,18443
3176,1,4113,7383
2387,2,4114,13309
2575,2,4115,11993
2191,2,4116,14988
2686,1,4117,11022
1850,3,4118,17768
38,8,4119,32420
3410,1,4120,5702
2514,1,4121,12498
188,6,4122,31363
1265,2,4123,22625
2239,1,4124,14628
819,3,4125,26164
335,3,4126,30121
2355,3,4127,13646
1325,4,4128,22145
3477,1,4129,5108
392,6,4130,29736
1319,3,4131,22225
56,7,4132,32314
1579,2,4133,20039
2624,1,4134,11765
280,5,4135,30555
3285,1,4136,6663
1622,2,4137,19671
1106,2,4138,23966
4056,1,4139,659
1370,2,4140,21771
4017,1,4141,1036
4004,1,4142,1151
3348,1,4143,6321
3031,1,4144,8617
917,3,4145,25482
2071,1,4146,16185
990,3,4147,24871
1470,2,4148,20890
1096,2,4149,24059
2100,1,4150,15968
506,5,4151,28807
389,5,4152,29756
3167,1,4153,7694
2311,2,4154,14196
1864,3,4155,17825
546,3,4156,28461
3753,1,4157,3263
962,2,4158,25107
3037,2,4159,8683
4004,1,4160,1305
3750,2,4161,3290
1363,3,4162,21868
2016,2,4163,16679
2101,1,4164,16080
3664,1,4165,4026
1236,3,4166,23031
2416,2,4167,13375
668,3,4168,27292
776,2,4169,26455
4068,1,4170,868
925,2,4171,25460
2907,1,4172,9681
219,7,4173,31104
2875,1,4174,9937
152,7,4175,31671
2956,1,4176,9381
2295,1,4177,14436
4131,1,4178,319
1702,2,4179,19287
2700,1,4180,11330
4047,1,4181,1111
3042,1,4182,8775
1474,3,4183,20957
420,4,4184,29466
1216,2,4185,23251
553,3,4186,28425
3962,1,4187,1845
1193,3,4188,23419
299,4,4189,30397
1495,1,4190,20838
3196,2,4191,7694
2174,2,4192,15459
1874,3,4193,17898
776,4,4194,26479
1886,2,4195,17794
2699,1,4196,11413
1309,2,4197,22498
1845,1,4198,18204
2664,3,4199,11770
4078,1,4200,1004
2785,2,4201,10724
2774,2,4202,10818
1379,2,4203,21836
3992,1,4204,1776
398,4,4205,29738
3469,1,4206,5823
1101,4,4207,24103
507,5,4208,28839
1172,2,4209,23661
1341,1,4210,22263
302,5,4211,30385
1599,1,4212,20142
2538,1,4213,12716
1356,2,4214,22149
3609,2,4215,4718
932,4,4216,25479
3522,1,4217,5418
2357,2,4218,14122
159,6,4219,31588
4123,1,4220,821
2431,1,4221,13494
2536,1,4222,12809
46,7,4223,32381
3225,1,4224,7686
203,4,4225,31278
3401,1,4226,6423
2360,2,4227,14124
599,3,4228,28081
1429,2,4229,21574
3815,1,4230,3277
2145,2,4231,15955
247,4,4232,30880
122,5,4233,31878
2270,1,4234,14880
2079,2,4235,16485
1071,2,4236,24463
1099,2,4237,24210
2444,1,4238,13490
2141,3,4239,16072
2832,2,4240,10582
4092,1,4241,1198
2049,3,4242,16714
4232,1,4243,125
4209,1,4244,259
2710,2,4245,11649
3014,1,4246,9346
329,5,4247,30210
3369,1,4248,6700
562,4,4249,28441
1791,1,4250,18879
3569,2,4251,5239
2642,2,4252,12164
3897,1,4253,2864
1372,3,4254,22118
645,5,4255,27649
1590,2,4256,20395
1295,2,4257,22702
93,6,4258,32077
92,6,4259,32108
638,3,4260,27723
836,2,4261,26223
2950,1,4262,9840
3625,2,4263,4884
1083,4,4264,24416
2257,3,4265,15173
2150,3,4266,16102
3152,2,4267,8453
1241,3,4268,23255
1354,2,4269,22337
1938,1,4270,17683
527,4,4271,28769
323,5,4272,30299
1267,2,4273,23086
892,2,4274,25886
3399,2,4275,6658
1609,3,4276,20332
427,4,4277,29535
2318,1,4278,14757
3597,1,4279,5217
550,4,4280,28593
38,7,4281,32427
4130,1,4282,1200
1308,3,4283,22710
615,3,4284,28047
446,3,4285,29365
371,3,4286,29924
960,3,4287,25441
187,6,4288,31482
4147,1,4289,1137
1766,2,4290,19194
3625,1,4291,5001
1388,3,4292,22155
3075,2,4293,9187
428,4,4294,29551
2729,1,4295,11779
1502,2,4296,21203
2431,1,4297,13866
763,4,4298,26748
4056,1,4299,1909
784,3,4300,26608
2639,2,4301,12478
535,4,4302,28744
3431,1,4303,6587
4199,1,4304,861
214,5,4305,31222
3937,1,4306,2909
4035,1,4307,2185
3987,1,4308,2575
2558,2,4309,13005
2954,1,4310,10072
1302,2,4311,22866
2108,1,4312,16573
1673,2,4313,19941
724,3,4314,27109
993,2,4315,25193
3833,1,4316,3711
3523,1,4317,6092
2934,1,4318,10219
2471,2,4319,13671
1681,4,4320,19866
3623,1,4321,5247
1185,5,4322,23812
4039,1,4323,2252
3277,1,4324,7834
1410,3,4325,22060
2419,1,4326,14128
912,5,4327,25833
487,5,4328,29090
2633,2,4329,12604
3980,1,4330,2762
3525,1,4331,6141
2329,2,4332,14849
492,4,4333,29073
2043,1,4334,17083
2476,3,4335,13726
4336,1,4336,5
369,5,4337,29964
3207,1,4338,8429
3048,2,4339,9562
1970,3,4340,17684
1636,3,4341,20307
983,3,4342,25347
4190,1,4343,1183
610,4,4344,28152
1269,2,4345,23249
3274,1,4346,8007
1089,3,4347,24536
2974,1,4348,10107
1261,2,4349,23294
614,3,4350,28131
4131,2,4351,1753
240,8,4352,31028
3667,1,4353,5088
2607,1,4354,12885
4342,1,4355,125
194,8,4356,31392
192,8,4357,31442
3503,1,4358,6429
1034,4,4359,24973
1141,2,4360,24181
935,4,4361,25732
3340,1,4362,7608
4006,1,4363,2788
1892,2,4364,18482
1486,3,4365,21571
2805,1,4366,11474
3724,1,4367,4817
3260,1,4368,8187
1605,3,4369,20602
2453,1,4370,14008
1172,3,4371,23997
1343,2,4372,22692
1074,3,4373,24697
1957,1,4374,17932
2895,2,4375,10766
1235,2,4376,23564
3580,1,4377,6006
592,5,4378,28348
3712,2,4379,4939
3780,1,4380,4524
1599,3,4381,20689
2932,1,4382,10548
1611,4,4383,20608
2578,1,4384,13167
4327,1,4385,413
622,4,4386,28115
2640,3,4387,12772
930,3,4388,25796
2057,2,4389,17243
3112,1,4390,9372
3216,2,4391,8633
2172,3,4392,16370
142,8,4393,31752
2263,1,4394,15663
2839,1,4395,11380
1712,3,4396,19885
1931,2,4397,18267
4298,1,4398,759
1501,3,4399,21534
3464,1,4400,6886
4219,1,4401,1352
4342,1,4402,420
2603,2,4403,13050
1064,3,4404,24807
2655,1,4405,12744
3943,1,4406,3548
2670,2,4407,12648
432,4,4408,29598
739,3,4409,27100
1968,1,4410,17965
1535,3,4411,21257
726,3,4412,27193
2116,2,4413,16847
3284,1,4414,8263
1131,5,4415,24356
2509,2,4416,13812
1613,3,4417,20668
1433,3,4418,22120
788,5,4419,26696
3476,1,4420,6959
3686,1,4421,5457
1889,2,4422,18711
300,7,4423,30515
2163,1,4424,16580
3610,1,4425,6098
2968,2,4426,10517
1215,3,4427,23795
1877,1,4428,18839
638,5,4429,28001
89,8,4430,32145
546,5,4431,28747
2866,1,4432,11375
4421,1,4433,124
1306,2,4434,23195
2377,2,4435,14936
2268,2,4436,15876
2094,2,4437,17095
1257,3,4438,23515
1438,3,4439,22132
3265,2,4440,8537
2884,2,4441,11276
2473,2,4442,14211
4133,1,4443,2395
3812,1,4444,4683
2932,1,4445,10880
90,7,4446,32130
1536,4,4447,21389
2257,2,4448,15978
793,5,4449,26696
1423,3,4450,22267
4349,1,4451,755
3325,2,4452,8201
4111,1,4453,2619
1329,4,4454,23029
4190,2,4455,1988
3923,2,4456,3985
1799,3,4457,19434
2016,1,4458,17748
3882,2,4459,4266
25,9,4460,32539
3448,1,4461,7389
2435,2,4462,14600
2681,2,4463,12833
3753,1,4464,5181
3217,2,4465,8992
2262,2,4466,16004
3446,2,4467,7456
3758,1,4468,5155
1971,3,4469,18175
2556,2,4470,13681
3000,2,4471,10492
1461,4,4472,21986
2900,2,4473,11277
260,5,4474,30884
2583,2,4475,13449
2804,1,4476,12042
2360,2,4477,15211
1688,3,4478,20302
3254,2,4479,8834
3982,1,4480,3706
3225,1,4481,9030
50,8,4482,32371
377,4,4483,29995
2432,1,4484,14713
574,2,4485,28578
3981,1,4486,3742
1757,2,4487,19764
1147,3,4488,24322
3338,1,4489,8278
3574,1,4490,6610
1674,3,4491,20449
374,4,4492,30046
1104,2,4493,24664
2556,1,4494,13763
2471,1,4495,14440
3731,1,4496,5625
2131,1,4497,16955
1728,1,4498,20038
3641,1,4499,6299
1834,1,4500,19310
3136,1,4501,9718
4364,1,4502,1031
4061,1,4503,3270
4300,1,4504,1508
2924,1,4505,11239
994,3,4506,25466
865,2,4507,26331
3001,1,4508,10653
1359,2,4509,22808
4234,1,4510,2068
3773,1,4511,5324
686,5,4512,27596
1641,2,4513,20672
11,9,4514,32698
2010,2,4515,17977
501,4,4516,29095
1988,2,4517,18189
4430,1,4518,634
3768,2,4519,5451
915,4,4520,26046
3920,2,4521,4384
1585,3,4522,21113
2534,3,4523,14048
298,4,4524,30603
339,3,4525,30298
1400,1,4526,22572
356,3,4527,30184
244,4,4528,31050
3125,1,4529,9942
1722,2,4530,20171
72,5,4531,32270
3977,1,4532,4107
178,3,4533,31542
3789,1,4534,5379
2455,2,4535,14748
3002,1,4536,10757
1064,3,4537,24995
356,3,4538,30188
2011,1,4539,18072
2838,1,4540,12077
3531,1,4541,7183
61,5,4542,32314
1997,3,4543,18227
3394,1,4544,8199
2662,2,4545,13245
2743,1,4546,12727
3935,1,4547,4453
3749,1,4548,5820
2034,2,4549,17924
2616,1,4550,13553
4486,1,4551,465
1184,3,4552,24174
4063,1,4553,3664
2277,2,4554,16175
357,5,4555,30190
3812,1,4556,5320
1628,2,4557,20841
799,2,4558,26794
2764,2,4559,12648
4226,1,4560,2521
4084,1,4561,3576
3063,2,4562,10490
2708,2,4563,12996
1608,3,4564,21026
3773,1,4565,5703
3630,1,4566,6607
2412,2,4567,15172
2297,2,4568,16109
309,5,4569,30536
1615,1,4570,20961
4090,1,4571,3594
2797,2,4572,12513
1656,3,4573,20697
689,3,4574,27690
3015,2,4575,10879
258,6,4576,30932
4464,1,4577,838
4036,1,4578,3922
4369,1,4579,1526
2427,2,4580,15072
1486,3,4581,22031
4262,1,4582,2411
4292,1,4583,2189
4314,1,4584,1977
154,7,4585,31724
1562,2,4586,21470
1640,2,4587,20820
3410,1,4588,8253
3722,1,4589,6159
3871,1,4590,5029
4387,1,4591,1458
3751,3,4592,5965
3092,3,4593,10409
773,4,4594,27067
2835,2,4595,12292
2057,2,4596,17884
205,5,4597,31407
3127,1,4598,10193
522,4,4599,29062
2077,1,4600,17733
4223,1,4601,2782
2360,1,4602,15683
4199,1,4603,2935
999,2,4604,25570
290,4,4605,30717
570,2,4606,28746
4487,1,4607,888
1997,3,4608,18394
749,4,4609,27234
2561,1,4610,14195
871,3,4611,26422
2676,1,4612,13370
3856,1,4613,5303
2017,1,4614,18256
465,5,4615,29512
3281,1,4616,9288
2773,2,4617,12798
3120,1,4618,10349
3388,1,4619,8539
2815,1,4620,12564
3262,2,4621,9427
784,3,4622,27013
1087,4,4623,24972
391,4,4624,30031
3597,1,4625,7153
2200,1,4626,16886
4521,1,4627,789
1029,3,4628,25440
1145,2,4629,24568
2536,1,4630,14451
4054,1,4631,4140
2217,2,4632,16821
2922,2,4633,11886
3379,1,4634,8697
3410,2,4635,8488
2232,2,4636,16727
2065,2,4637,17923
4169,1,4638,3332
736,5,4639,27366
1048,3,4640,25282
4356,1,4641,2073
679,5,4642,27906
4204,2,4643,3179
3581,2,4644,7411
1592,3,4645,21379
3679,1,4646,6664
1158,4,4647,24522
204,6,4648,31426
132,6,4649,31885
263,3,4650,30916
1630,3,4651,21064
3373,1,4652,8818
4437,1,4653,1597
1198,3,4654,24243
4379,1,4655,1983
172,5,4656,31623
4629,1,4657,217
4429,1,4658,1683
1818,2,4659,19776
899,2,4660,26327
2810,1,4661,12713
3117,1,4662,10524
3520,2,4663,7932
2398,3,4664,15588
845,4,4665,26622
4172,1,4666,3563
2102,3,4667,17765
4444,1,4668,1641
3348,2,4669,9076
3138,2,4670,10431
1810,4,4671,19856
3355,2,4672,9011
604,5,4673,28531
3839,1,4674,5863
1127,3,4675,24798
1614,2,4676,21298
3797,1,4677,6140
4055,1,4678,4347
2310,3,4679,16347
1521,3,4680,21968
3652,2,4681,7074
3300,2,4682,9419
996,4,4683,25702
3952,1,4684,4993
37,7,4685,32470
1897,1,4686,19349
4136,1,4687,3859
4483,1,4688,1436
997,4,4689,25704
2873,1,4690,12411
2171,3,4691,17357
1718,3,4692,20585
4134,1,4693,3915
2474,2,4694,15155
240,5,4695,31168
2183,1,4696,17275
2832,1,4697,12697
2764,1,4698,13057
4609,1,4699,630
2718,1,4700,13376
3008,2,4701,11478
4205,1,4702,3554
703,3,4703,27711
906,2,4704,26326
3212,1,4705,10105
2311,1,4706,16394
1025,3,4707,25559
260,6,4708,31008
3670,1,4709,7080
3531,1,4710,8081
1412,3,4711,22851
4562,1,4712,1050
2198,2,4713,17220
2891,1,4714,12394
715,3,4715,27644
874,2,4716,26473
4527,1,4717,1317
693,3,4718,27796
1083,4,4719,25167
474,4,4720,29495
2049,1,4721,18343
1306,2,4722,23700
2913,2,4723,12292
1014,3,4724,25661
1877,1,4725,19557
3970,1,4726,5154
1738,3,4727,20542
941,3,4728,26145
256,6,4729,31044
894,2,4730,26403
343,4,4731,30370
4145,1,4732,4099
2805,2,4733,12980
753,2,4734,27351
1343,3,4735,23483
4168,1,4736,3923
3088,2,4737,11058
3868,1,4738,5972
3193,2,4739,10397
411,4,4740,29925
1900,2,4741,19473
3643,1,4742,7475
2126,2,4743,17865
1461,2,4744,22599
3711,1,4745,7035
2208,1,4746,17289
4100,1,4747,4433
2140,1,4748,17746
2202,1,4749,17331
1097,3,4750,25113
2335,3,4751,16445
3221,1,4752,10239
3563,1,4753,8092
1912,3,4754,19399
623,3,4755,28460
3127,1,4756,10876
577,3,4757,28799
2440,1,4758,15696
3300,1,4759,9791
2573,2,4760,14719
3509,2,4761,8457
3385,2,4762,9273
1605,3,4763,21554
3440,1,4764,8923
2571,2,4765,14739
1675,2,4766,20997
4592,1,4767,1228
4680,1,4768,593
803,4,4769,27047
607,4,4770,28587
1530,3,4771,22138
570,4,4772,28840
1960,2,4773,19135
2153,1,4774,17735
477,5,4775,29495
3197,1,4776,10495
2345,2,4777,16463
3153,1,4778,10768
4156,1,4779,4270
3869,1,4780,6243
3843,1,4781,6406
2929,2,4782,12426
2506,3,4783,15267
4359,1,4784,2973
1568,4,4785,21841
1077,4,4786,25341
498,5,4787,29327
623,4,4788,28493
2670,2,4789,14114
3410,1,4790,9253
1640,2,4791,21386
1546,3,4792,22077
32,8,4793,32495
4496,1,4794,2091
1137,3,4795,24942
2571,1,4796,14831
231,5,4797,31229
2577,1,4798,14804
3412,1,4799,9274
3193,2,4800,10616
2142,3,4801,17886
2364,1,4802,16377
3231,1,4803,10420
1403,3,4804,23185
693,5,4805,27961
2678,1,4806,14135
3457,1,4807,9043
1735,3,4808,20716
2297,2,4809,16841
1632,3,4810,21479
2567,3,4811,14939
4227,1,4812,4036
3926,2,4813,6056
2360,3,4814,16464
2536,2,4815,15178
4463,1,4816,2488
2152,2,4817,17870
3141,1,4818,11036
2398,2,4819,16243
2261,2,4820,17113
4233,1,4821,4052
3821,1,4822,6665
4682,1,4823,1001
1449,2,4824,22786
1309,2,4825,23806
1595,1,4826,21729
281,6,4827,30878
945,2,4828,26216
1176,2,4829,24697
127,6,4830,31916
1981,3,4831,19148
505,5,4832,29297
3976,1,4833,5857
3481,1,4834,8996
652,3,4835,28308
1016,2,4836,25802
2490,2,4837,15623
359,5,4838,30313
738,4,4839,27622
3041,1,4840,11956
3461,1,4841,9200
1604,2,4842,21750
501,4,4843,29344
3672,1,4844,7838
4622,1,4845,1569
1286,2,4846,24020
234,6,4847,31226
4164,1,4848,4601
2301,2,4849,16921
1744,2,4850,20749
640,3,4851,28449
260,5,4852,31048
3699,2,4853,7712
1631,2,4854,21604
2714,2,4855,14114
1109,3,4856,25206
263,4,4857,31039
599,3,4858,28739
4563,1,4859,2058
101,6,4860,32109
4364,1,4861,3472
1471,2,4862,22773
1316,3,4863,23883
1844,2,4864,20196
3318,2,4865,10168
1505,2,4866,22549
4446,1,4867,2914
4661,1,4868,1400
315,5,4869,30641
800,3,4870,27207
2736,2,4871,14007
3435,1,4872,9471
1256,3,4873,24269
1012,3,4874,25894
2936,1,4875,12741
153,6,4876,31769
1255,2,4877,24311
2648,1,4878,14717
4641,1,4879,1658
3964,1,4880,6151
4309,1,4881,3900
3407,1,4882,9657
3061,1,4883,12001
3199,1,4884,10945
2644,1,4885,14731
721,3,4886,27806
2373,2,4887,16638
4003,1,4888,5954
4673,1,4889,1465
1053,4,4890,25658
4199,1,4891,4602
3966,1,4892,6183
1595,3,4893,21960
568,4,4894,28951
4101,2,4895,5248
2828,3,4896,13432
2724,3,4897,14185
2345,3,4898,16821
367,5,4899,30310
